Serial No.,Flight Company,Flight ID,City Pair,Airports Pair,IATA Code Pair,Date,Class,Price (INR),Departure Time,Arrival Time
172,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-17,Economy,7820,18:00,20:00
173,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-17,Business,13685,18:00,20:00
174,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-17,First,19550,18:00,20:00
175,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-11,Economy,7774,15:45,19:45
176,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-11,Business,13604,15:45,19:45
177,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-11,First,19435,15:45,19:45
178,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-13,Economy,4208,20:15,21:15
179,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-13,Business,7364,20:15,21:15
180,IndiGo,6E5910,Goa - Ahmedabad,Dabolim Airport - Sardar Vallabhbhai Patel International Airport,GOI - AMD,2026-03-13,First,10520,20:15,21:15
181,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-21,Economy,3332,04:00,06:00
182,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-21,Business,5831,04:00,06:00
183,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-21,First,8330,04:00,06:00
184,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-28,Economy,6334,11:30,15:30
185,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-28,Business,11084,11:30,15:30
186,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-28,First,15835,11:30,15:30
187,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-04,Economy,4225,07:30,09:30
188,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-04,Business,7393,07:30,09:30
189,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-04,First,10562,07:30,09:30
190,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-27,Economy,4865,05:45,06:45
191,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-27,Business,8513,05:45,06:45
192,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-27,First,12162,05:45,06:45
193,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-12,Economy,5021,14:45,18:45
194,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-12,Business,8786,14:45,18:45
195,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-12,First,12552,14:45,18:45
196,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-04-11,Economy,3094,16:15,20:15
197,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-04-11,Business,5414,16:15,20:15
198,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-04-11,First,7735,16:15,20:15
199,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-04,Economy,3717,02:45,03:45
200,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-04,Business,6504,02:45,03:45
201,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-04,First,9292,02:45,03:45
202,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-10-01,Economy,5264,13:45,17:45
203,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-10-01,Business,9212,13:45,17:45
204,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-10-01,First,13160,13:45,17:45
205,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-06-30,Economy,4892,17:00,18:00
206,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-06-30,Business,8561,17:00,18:00
207,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-06-30,First,12230,17:00,18:00
208,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-23,Economy,3076,10:45,14:45
209,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-23,Business,5383,10:45,14:45
210,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-23,First,7690,10:45,14:45
211,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-09,Economy,4726,21:00,01:00
212,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-09,Business,8270,21:00,01:00
213,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-09,First,11815,21:00,01:00
214,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-20,Economy,7563,23:00,00:00
215,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-20,Business,13235,23:00,00:00
216,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-08-20,First,18907,23:00,00:00
217,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-03,Economy,4057,05:15,08:15
218,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-03,Business,7099,05:15,08:15
219,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-03-03,First,10142,05:15,08:15
220,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-22,Economy,3582,23:30,03:30
221,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-22,Business,6268,23:30,03:30
222,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-05-22,First,8955,23:30,03:30
223,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-01-09,Economy,5407,19:30,20:30
224,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-01-09,Business,9462,19:30,20:30
225,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2026-01-09,First,13517,19:30,20:30
226,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-14,Economy,3635,07:15,08:15
227,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-14,Business,6361,07:15,08:15
228,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-11-14,First,9087,07:15,08:15
229,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-08,Economy,4810,12:30,14:30
230,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-08,Business,8417,12:30,14:30
231,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-08,First,12025,12:30,14:30
232,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-13,Economy,6224,05:15,08:15
233,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-13,Business,10892,05:15,08:15
234,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-07-13,First,15560,05:15,08:15
235,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-31,Economy,7736,18:30,20:30
236,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-31,Business,13538,18:30,20:30
237,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-12-31,First,19340,18:30,20:30
238,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-20,Economy,6191,11:30,13:30
239,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-20,Business,10834,11:30,13:30
240,IndiGo,6E2817,Goa - Jaipur,Dabolim Airport - Jaipur International Airport,GOI - JAI,2025-09-20,First,15477,11:30,13:30
241,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-20,Economy,7937,13:45,14:45
242,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-20,Business,13889,13:45,14:45
243,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-20,First,19842,13:45,14:45
244,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-30,Economy,3008,04:45,06:45
245,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-30,Business,5264,04:45,06:45
246,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-30,First,7520,04:45,06:45
247,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-04-18,Economy,6590,22:45,23:45
248,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-04-18,Business,11532,22:45,23:45
249,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-04-18,First,16475,22:45,23:45
250,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-06,Economy,4898,14:30,15:30
251,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-06,Business,8571,14:30,15:30
252,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-06,First,12245,14:30,15:30
253,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-20,Economy,5229,00:45,01:45
254,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-20,Business,9150,00:45,01:45
255,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-20,First,13072,00:45,01:45
256,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-11,Economy,3377,07:15,08:15
257,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-11,Business,5909,07:15,08:15
258,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-11,First,8442,07:15,08:15
259,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-17,Economy,4815,12:30,13:30
260,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-17,Business,8426,12:30,13:30
261,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-17,First,12037,12:30,13:30
262,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-12-25,Economy,7835,06:45,10:45
263,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-12-25,Business,13711,06:45,10:45
264,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-12-25,First,19587,06:45,10:45
265,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-22,Economy,4403,08:15,09:15
266,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-22,Business,7705,08:15,09:15
267,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-22,First,11007,08:15,09:15
268,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-21,Economy,3857,13:15,14:15
269,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-21,Business,6749,13:15,14:15
270,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-21,First,9642,13:15,14:15
271,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-18,Economy,7676,09:45,12:45
272,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-18,Business,13433,09:45,12:45
273,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-18,First,19190,09:45,12:45
274,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-21,Economy,6478,18:45,21:45
275,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-21,Business,11336,18:45,21:45
276,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-07-21,First,16195,18:45,21:45
277,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-10-10,Economy,3931,09:15,11:15
278,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-10-10,Business,6879,09:15,11:15
279,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-10-10,First,9827,09:15,11:15
280,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-16,Economy,4717,05:00,07:00
281,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-16,Business,8254,05:00,07:00
282,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-06-16,First,11792,05:00,07:00
283,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-07,Economy,5858,10:15,11:15
284,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-07,Business,10251,10:15,11:15
285,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-07,First,14645,10:15,11:15
286,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-13,Economy,5910,18:00,22:00
287,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-13,Business,10342,18:00,22:00
288,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-13,First,14775,18:00,22:00
289,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-15,Economy,6165,00:45,03:45
290,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-15,Business,10788,00:45,03:45
291,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-09-15,First,15412,00:45,03:45
292,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-03,Economy,6135,02:45,05:45
293,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-03,Business,10736,02:45,05:45
294,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-11-03,First,15337,02:45,05:45
295,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-02,Economy,3541,00:45,02:45
296,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-02,Business,6196,00:45,02:45
297,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2025-08-02,First,8852,00:45,02:45
298,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-29,Economy,3674,16:30,20:30
299,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-29,Business,6429,16:30,20:30
300,IndiGo,6E1609,Pune - Mumbai,Pune Airport - Chhatrapati Shivaji International Airport,PNQ - BOM,2026-05-29,First,9185,16:30,20:30
301,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-24,Economy,7544,11:45,14:45
302,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-24,Business,13202,11:45,14:45
303,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-24,First,18860,11:45,14:45
304,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-07-01,Economy,7340,18:45,20:45
305,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-07-01,Business,12845,18:45,20:45
306,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-07-01,First,18350,18:45,20:45
307,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-09-18,Economy,7444,08:45,09:45
308,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-09-18,Business,13027,08:45,09:45
309,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-09-18,First,18610,08:45,09:45
310,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-12-02,Economy,3261,05:15,08:15
311,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-12-02,Business,5706,05:15,08:15
312,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-12-02,First,8152,05:15,08:15
313,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-01-03,Economy,6593,14:45,16:45
314,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-01-03,Business,11537,14:45,16:45
315,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-01-03,First,16482,14:45,16:45
316,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-01,Economy,4449,15:15,19:15
317,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-01,Business,7785,15:15,19:15
318,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-01,First,11122,15:15,19:15
319,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-20,Economy,4777,17:15,19:15
320,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-20,Business,8359,17:15,19:15
321,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2026-03-20,First,11942,17:15,19:15
322,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-08,Economy,4891,06:45,09:45
323,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-08,Business,8559,06:45,09:45
324,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-06-08,First,12227,06:45,09:45
325,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-12-13,Economy,5486,10:45,12:45
326,IndiGo,6E6540,Chennai - Pune,Chennai International Airport - Pune Airport,MAA - PNQ,2025-12-13,Business,9600,10:45,12:45
